object_id,first_name,last_name,birthplace,affiliation_name,degree_type,subject,institution,graduated_at,created_at_x,updated_at_x,id,relationship_id,person_object_id,relationship_object_id,start_at,end_at,is_past,sequence,title,created_at_y,updated_at_y
p:79028,Jeremiah,Daly,,Telerik,BA,Degree,Dartmouth College,2004-01-01,2013-05-14 04:43:21,2013-05-14 04:43:21,149754.0,149754.0,p:79028,c:76595,2006-11-01,,0.0,5.0,Investor,2012-02-24 16:50:28,2013-05-14 04:33:41
p:79443,Claude,Florin,New York,Lemoptix,MS,EE,EPFL,1982-01-01,2011-01-11 19:13:50,2011-01-20 02:39:11,97835.0,97835.0,p:79443,c:65908,2010-01-01,2012-07-02,1.0,2.0,Investor,2011-01-11 19:13:50,2012-07-02 16:35:06
p:79516,Vishnu,Amble,"Chicago, IL",The Carlyle Group,BS,"Computer Science, Economics, Asian Studies",University of Michigan,,2013-06-21 09:46:21,2013-06-21 22:19:07,282535.0,282535.0,p:79516,f:4020,2010-01-01,2013-01-01,1.0,2.0,Investor,2013-06-21 09:47:19,2013-06-21 22:19:11
p:81246,Andy,Getsey,California,"Atomic, a Grayling Agency",BA,Pyschology,"Cal State University, Fresno",1980-01-01,2011-01-28 17:27:08,2011-01-29 02:18:24,103922.0,103922.0,p:81246,c:70243,2007-01-02,,0.0,2.0,Partner,2011-03-02 23:48:07,2013-03-14 04:48:22
p:81281,Dana Brandon,Kreiss,New York City,BreakTheCrates.com,BS,Marketing and New Media (double major),Emerson College,2006-01-01,2011-01-29 00:46:45,2012-06-27 16:41:12,109914.0,109914.0,p:81281,c:74025,2007-08-22,,0.0,1.0,Managing Partner,2011-04-18 18:28:52,2013-01-05 23:22:48
p:81339,Scott,Howard,Canada,Investment Ready Partners,BA,Political Science,University of Western Ontario,2003-01-01,2011-01-29 21:16:38,2011-02-01 06:03:37,99937.0,99937.0,p:81339,c:67441,2010-01-01,,0.0,1.0,Partner,2011-01-29 21:16:38,2013-10-24 06:52:59
p:82342,Steven,Noels,,Outerthought,BS,,Artevelde Hogeschool Gent,1992-01-01,2013-04-15 03:14:23,2013-04-15 03:14:23,101068.0,101068.0,p:82342,c:68198,2001-10-01,,0.0,1.0,Managing Partner,2011-02-08 06:46:18,2011-02-10 06:31:48
p:82750,Paco,Sandejas,,Narra Venture Capital,PhD,Electrical Engineering,Stanford University,1995-01-01,2011-02-15 17:42:26,2013-06-16 03:03:48,101570.0,101570.0,p:82750,f:5948,2001-12-01,,0.0,18.0,Managing Partner,2011-02-11 16:38:27,2013-06-16 02:56:30
p:84378,Gil,Katz,canada,comic reply,BS,Math and Interactive Media Design,University of Toronto,2003-01-01,2013-07-16 05:17:29,2013-07-16 05:17:29,103426.0,103426.0,p:84378,c:69865,,,0.0,1.0,Managing Partner,2011-02-27 05:15:31,2011-03-01 22:28:44
p:86525,Israel,L'Heureux,,Double Good,BS,Product Design,Stanford University,1993-01-01,2011-03-21 19:17:50,2011-03-25 22:12:45,105995.0,105995.0,p:86525,c:71651,2011-03-21,2011-08-01,1.0,1.0,Investor,2011-03-21 19:17:50,2012-04-22 04:27:26
p:86553,Eric,Rosenfeld,,Capybara Ventures,MBA,Business,IMD,,2011-07-11 20:38:11,2011-07-11 21:50:34,106027.0,106027.0,p:86553,f:5578,,,0.0,2.0,Managing Partner,2011-03-21 21:57:31,2011-03-22 21:29:20
p:88691,Hezekiah,Griggs III,,H360 Capital,,,,,,,108484.0,108484.0,p:88691,f:7232,2011-03-01,,0.0,1.0,Managing Partner,2011-04-06 03:52:42,2011-04-08 23:47:38
p:88817,Larry,Tey,,global capital,,,,,,,108652.0,108652.0,p:88817,f:6416,,,0.0,1.0,Managing Partner,2011-04-07 09:31:46,2011-04-11 02:48:01
p:89416,Rodrigo,Baer,Sao Paulo,Warehose Investimentos,MBA,MBA,"Northwestern University, Kellogg School of Management",2007-01-01,2011-04-13 17:25:04,2011-04-16 18:35:40,109386.0,109386.0,p:89416,f:7282,2010-11-01,,0.0,2.0,Partner,2011-04-13 17:25:05,2011-04-16 18:35:39
p:89823,Andrey,Kolodyuk,,AVentures Capital,,Polical Culture and Ideology,V. M. Koretsky Institute of State and Law under NASU,2005-01-01,2013-04-15 11:07:43,2013-04-15 11:07:43,109861.0,109861.0,p:89823,c:73990,1994-01-01,,0.0,2.0,Managing Partner,2011-04-18 09:51:21,2012-04-04 05:32:07
p:89826,H. Kerem,Cevahir,Turkey,Portakal Tech.,BS,Electrical and Electronics Engineering,METU,2008-01-01,2011-04-18 11:03:28,2011-04-18 22:35:50,109863.0,109863.0,p:89826,c:73992,2005-09-01,2007-06-01,1.0,1.0,Consultant,2011-04-18 11:03:28,2011-04-18 22:35:49
p:90235,Jack,Rapport,,"Zanett, Inc.",,,,,,,110376.0,110376.0,p:90235,f:7314,2001-01-01,2007-01-01,1.0,1.0,Managing Partner,2011-04-21 15:17:27,2011-04-23 04:32:34
p:90405,Carter,Weiss,,SILAS Capital,,,,,,,110582.0,110582.0,p:90405,f:7327,,,0.0,3.0,Managing Partner,2011-04-22 21:57:08,2011-04-25 02:48:47
p:90430,Wessel,Kooyman,Netherlands,Cole Street Consulting,,,,,,,110625.0,110625.0,p:90430,c:68818,,,0.0,1.0,Managing Partner,2011-04-23 08:46:01,2011-04-25 01:29:48
p:91367,Scott,Kirby,Bradford,BreakTheSeal,BA,Business & Management,Leeds Metropolitan,2010-01-01,2011-07-10 18:39:51,2011-07-10 20:41:05,111706.0,111706.0,p:91367,c:75165,2010-06-01,,0.0,1.0,Partner,2011-05-02 14:34:03,2012-05-13 08:06:05
p:91677,Alex,Moss,"Manchester, UK",Pleer,,,,,,,112022.0,112022.0,p:91677,c:75362,2003-01-01,,0.0,2.0,Partner,2011-05-04 12:54:28,2011-05-13 13:46:34
p:92490,Doug,Chertok,,Dace Ventures,,,,,,,189140.0,189140.0,p:92490,f:502,,,0.0,1.0,Venture Partner,2012-12-19 11:19:18,2013-08-26 04:02:40
p:93592,Harry,Tsao,,Juvo Capital,BS,Marketing,USC,1993-01-01,2012-05-05 07:15:46,2012-05-11 22:58:44,114221.0,114221.0,p:93592,f:7439,,,0.0,1.0,General Partner,2011-05-20 08:12:11,2011-05-23 14:49:50
p:95756,Jamey,Jeff,,Day2 Ventures,MBA,,"The Wharton School, University of Pennsylvania",,2013-11-16 14:18:00,2013-11-16 14:18:00,116478.0,116478.0,p:95756,f:7522,2011-01-01,,0.0,3.0,Partner,2011-06-08 00:00:59,2011-06-17 22:41:02
p:96180,John,Gradek,Montreal,Stanton Chase,MBA,Business,Ivey,1975-01-01,2011-06-10 14:19:47,2011-06-15 23:27:39,116923.0,116923.0,p:96180,c:78770,2008-04-01,,0.0,1.0,Partner,2011-06-10 14:19:47,2011-06-15 23:27:39
p:96316,David,Teten,Northern California,ff Venture Capital,MBA,,Harvard University,,2011-09-19 19:21:01,2011-09-23 07:25:45,127107.0,127107.0,p:96316,f:5233,,,0.0,11.0,Partner,2011-08-15 15:08:09,2011-08-15 19:12:27
p:97921,John,Tummolo,"Bronx, NY",U.S. Trust Company,BS,Technical Management and Computer Science,DeVry University,2008-01-01,2011-06-23 18:02:18,2011-06-23 21:22:47,118757.0,118757.0,p:97921,f:7606,1990-12-04,1994-02-04,1.0,1.0,Consultant,2011-06-23 18:02:18,2011-06-23 21:22:46
p:98217,Ashoke,Bose,"Calcutta, India",Bose International Investement Fund,BS,Mechanical Engineering,"Indian Institute of Technology, Kharagpur",1979-01-01,2011-06-26 16:49:53,2011-06-27 03:38:28,119112.0,119112.0,p:98217,c:80251,1999-04-02,2012-01-01,1.0,3.0,Managing Partner,2011-06-26 16:49:54,2013-10-13 12:02:38
p:99323,Jehzeel,Laurente,Quezon City,PicLyf,,,,,,,120791.0,120791.0,p:99323,c:59845,,,0.0,1.0,Angel Investor,2011-07-07 10:47:37,2011-07-07 12:16:08
p:99651,Anis,Uzzaman,,Fenox Venture Capital,MS,Electrical & Computer Engineering,Oklahoma State University,,2012-02-15 20:00:03,2012-02-17 08:09:04,120693.0,120693.0,p:99651,f:7625,,,0.0,1.0,General Partner,2011-07-07 00:20:19,2012-08-14 09:49:36
p:101553,J. Todd,Bonner,"Philadelphia, Pa",Axion Pacific Capital,BS,Biological Sciences,Stanford University,1989-01-01,2011-07-19 21:50:52,2011-07-20 20:05:51,122804.0,122804.0,p:101553,c:82663,2003-09-15,,0.0,5.0,Managing Partner,2011-07-19 21:50:52,2011-07-20 20:05:50
p:101668,Jim,Thomas,,Information Asset Strategy Group,BA,German & Economics,Franklin & Marshall College,1987-01-01,2011-07-20 15:36:41,2011-07-21 17:59:19,122934.0,122934.0,p:101668,c:82730,,,1.0,1.0,Managing Partner,2011-07-20 15:36:41,2011-07-21 17:59:19
p:102403,Shannon,Rentner,"Los Angeles, CA",Brigh Whistle,,,University of Notre Dame,,2011-07-26 15:54:30,2011-07-26 17:24:38,123791.0,123791.0,p:102403,c:83215,2009-05-01,2011-07-01,1.0,6.0,Consultant,2011-07-26 15:54:30,2011-07-26 17:24:37
p:103146,Marc,Griefahn,Hamburg,CMC,BA,National Economics,University of Hamburg,1996-01-01,2011-07-29 18:22:48,2011-08-01 22:17:19,124615.0,124615.0,p:103146,c:83652,2011-07-01,,0.0,3.0,Investor,2011-07-29 18:22:48,2011-08-01 22:17:19
p:104777,Dan,Flanegan,"Sunnyvale, CA","Soapbox Mobile, Inc.",,,,,,,126346.0,126346.0,p:104777,c:84748,,,1.0,1.0,Managing Partner,2011-08-09 23:27:45,2013-11-10 04:11:27
p:104937,Miguel,Leighton,Santiago,Raymarket,BA,Ingeniero Comercial,Universidad Diego Portales,2010-01-01,2011-08-10 22:37:48,2011-08-11 18:36:30,126535.0,126535.0,p:104937,c:84853,,2011-08-10,1.0,1.0,Partner,2011-08-10 22:37:48,2011-08-11 18:36:30
p:106345,Chad,Pankewitz,Canada,GoAruna,,,,,,,127825.0,127825.0,p:106345,c:67484,2007-03-01,,0.0,1.0,Investor,2011-08-22 01:17:24,2011-10-24 01:16:35
p:106985,Sam,Cash,London,C & P Capital,,,,,,,128387.0,128387.0,p:106985,c:86011,2011-07-01,,0.0,1.0,Partner,2011-08-25 13:50:21,2011-08-30 14:15:35
p:107347,Richard,Sanders,"Bronx, NY",Study Abroad Europe,,,,,,,128748.0,128748.0,p:107347,c:86265,2007-02-24,,0.0,1.0,Consultant,2011-08-28 14:25:10,2011-08-31 01:04:32
p:107890,Dan,Esposito,Philadelphia,GateSkip.com,BS,Communication,Millersville University,1995-01-01,2011-09-01 01:28:54,2011-09-20 15:28:38,129346.0,129346.0,p:107890,c:88975,2009-01-01,,0.0,1.0,Managing Partner,2011-09-01 01:28:54,2011-09-20 15:28:37
p:109209,Stephen,Bruner,"Macon, GA",CORKCICLE,,,,,,,130623.0,130623.0,p:109209,c:103738,2011-09-11,,0.0,1.0,Partner,2011-09-12 00:07:44,2011-11-11 20:52:45
p:110634,Jonathan,Longnecker,Knoxville,FortySeven Media,,,,,,,132122.0,132122.0,p:110634,c:110127,2005-02-01,,0.0,1.0,Partner,2011-09-22 20:38:55,2011-11-16 21:46:48
p:110929,Sean,Drake,"Allegany, NY",Stony Lonesome Group,BS,Engineering Management,United States Military Academy at West Point,1990-01-01,2011-09-25 20:19:33,2011-11-17 21:20:39,132441.0,132441.0,p:110929,c:48468,2011-06-13,,0.0,2.0,Investor,2011-09-25 20:19:34,2012-01-03 18:27:23
p:110972,Stuart,Cole,UK,Juicy SEO,,,,,,,132487.0,132487.0,p:110972,c:116190,,,0.0,1.0,Consultant,2011-09-26 15:22:50,2011-11-17 22:09:29
p:111998,Mark,Naples,"Bristol, PA",WIT Strategy,BA,Religion,Haverford College,1984-01-01,2011-10-05 03:46:51,2011-11-19 01:25:13,133595.0,133595.0,p:111998,c:131528,2002-10-30,2011-10-04,1.0,1.0,Managing Partner,2011-10-05 03:46:51,2011-11-19 01:25:13
p:112402,Andres,Susi,Tallinn,MTVP,BA,Economics,MGIMO,2004-01-01,2011-10-07 19:01:00,2011-10-27 18:26:07,133999.0,133999.0,p:112402,f:1684,2005-06-10,,0.0,3.0,Partner,2011-10-07 19:01:00,2011-10-28 20:20:31
p:112892,Michael,Looney,,Ontogeny Ventures,,,,,,,134505.0,134505.0,p:112892,c:137427,2011-10-12,,0.0,1.0,General Partner,2011-10-12 14:21:37,2011-10-30 22:35:01
p:113011,mark,skidmore,,Bully Pulpit Interactive,BA,Fine Arts,New York University (NYU),,2011-10-13 07:00:49,2011-10-30 22:57:33,134618.0,134618.0,p:113011,c:137616,,,0.0,1.0,Partner,2011-10-13 07:00:49,2012-06-07 09:44:04
p:113021,Slaven,Marinovic,,HBBLE,,,,,,,134627.0,134627.0,p:113021,c:137636,2011-10-01,,0.0,1.0,Managing Partner,2011-10-13 08:41:56,2011-10-30 03:11:14
p:113058,Diego,Wawrzeniak,Sao Paulo - Brazil,B̼ssola do Investidor,BS,Economics,Getulio Vargas - Sao Paulo School of Economics,2010-01-01,2011-10-13 14:39:01,2012-08-22 07:51:46,134654.0,134654.0,p:113058,c:137712,2011-07-01,2011-10-13,1.0,1.0,Partner,2011-10-13 14:39:01,2011-10-30 22:59:07
p:113260,Obi,Ugochuku,"Ibadan, Nigeria",GCA Capital Partners,BS,Finance,"University of Nigeria, Enugu Campus",1987-01-01,2011-10-15 00:39:29,2011-10-30 03:23:07,134857.0,134857.0,p:113260,c:138061,2008-09-01,,0.0,4.0,Managing Partner,2011-10-15 00:39:29,2011-10-30 03:23:07
p:114090,Tony,Di Benedetto,Toronto,Data Centers Canada,,,York University,1994-01-01,2013-08-05 05:16:31,2013-08-05 05:16:31,135744.0,135744.0,p:114090,c:33948,2009-07-02,,0.0,2.0,Managing Partner,2011-10-22 15:25:21,2011-10-25 04:01:47
p:115790,Eric,Darst,Colorado,Roaring Fork Solutions,MS,Civil Engineering,University of Colorado,1981-01-01,2011-11-08 02:03:28,2011-11-20 04:44:04,137647.0,137647.0,p:115790,c:141241,2010-04-19,,0.0,1.0,Managing Partner,2011-11-08 02:03:30,2011-11-20 04:44:04
p:117175,Sebastian,Lombardo,"New York, NY",High Point Collaboration,MBA,Finance,Columbia University,,2011-11-19 22:57:39,2011-11-20 04:38:32,139226.0,139226.0,p:117175,f:8397,2008-01-01,,0.0,1.0,Partner,2011-11-19 22:57:39,2011-11-20 04:38:32
p:118218,Regis,Charlot,,"Seabird Software, LLC",MS,Electrical Engineering,"University of Angers, France",,2011-11-30 15:12:38,2011-12-02 07:48:16,140302.0,140302.0,p:118218,c:143267,2002-01-01,2009-01-01,1.0,1.0,Partner,2011-11-30 15:12:38,2011-12-02 07:48:17
p:118837,Vaughn,Juares,"Fontana, California",FilmDemic,,,,,,,140962.0,140962.0,p:118837,c:143823,2011-01-01,,0.0,1.0,Managing Partner,2011-12-06 16:48:33,2011-12-12 23:32:14
p:119124,Burak,Ozsuna,Istanbul,Centuropean Group,BS,Foreign Trade,Marmara University - Institute of Social Sciences,2001-01-01,2011-12-08 22:00:00,2011-12-14 00:05:24,141280.0,141280.0,p:119124,c:143841,2011-04-12,,0.0,1.0,Managing Partner,2011-12-08 22:00:00,2011-12-14 00:05:25
p:119594,Joshua,Zipkin,"Philadelphia, PA, USA",Wisdom Inc,BA,International Economics,Pennstate University,2009-01-01,2012-01-16 17:37:54,2012-01-17 00:27:05,144977.0,144977.0,p:119594,c:147025,2009-09-13,2010-10-01,1.0,1.0,Consultant,2012-01-16 17:42:27,2012-01-18 00:10:32
p:119680,Olivier,Rieu,,Opera Capital Partners,BA,Entrepreneurship,Grenoble Graduate School of Business,1997-01-01,2012-01-17 09:01:18,2012-01-18 08:46:25,141870.0,141870.0,p:119680,f:8508,2009-01-01,,0.0,1.0,Partner,2011-12-14 20:09:38,2011-12-19 10:47:13
p:121380,Kostastina,Fotiou,New York,21st Century Property Mgmt and Investment Group,MS,Law,University of London,,2012-03-14 02:09:35,2012-03-17 10:49:34,143665.0,143665.0,p:121380,f:8567,2012-01-04,2012-01-04,1.0,1.0,Investor,2012-01-04 19:45:13,2012-01-05 10:58:26
p:121835,Katina,Dorton,,CoRise,,,,,,,144150.0,144150.0,p:121835,c:146418,2011-10-01,,0.0,1.0,Partner,2012-01-09 19:12:16,2012-01-13 20:17:02
p:121879,Jan,Horsfall,Iowa City,White Summit Strategies,BS,Business Administration,Colorado State University,,2012-01-10 00:53:52,2012-01-13 01:00:04,144196.0,144196.0,p:121879,f:8584,2001-12-01,2003-06-01,1.0,1.0,Managing Partner,2012-01-10 00:53:52,2012-01-13 01:00:04
p:122785,Edward,Swiderski,,Kambio Group,BS,Information Management,Michigan State University,1997-01-01,2012-01-18 04:23:51,2012-01-18 23:29:21,145205.0,145205.0,p:122785,c:146622,2012-01-01,2013-06-01,1.0,1.0,Managing Partner,2012-01-18 04:23:51,2013-10-16 18:06:04
p:123402,Chris,Cardinal,"Clifton, NJ",Synapse Studios,,,,,,,145837.0,145837.0,p:123402,c:147630,2003-12-19,,0.0,1.0,Managing Partner,2012-01-24 06:41:38,2012-01-24 20:34:10
p:124357,Nick,Daley,,Wasabi Ventures,,,,,,,146972.0,146972.0,p:124357,f:13920,,,0.0,1.0,Venture Partner,2012-02-02 02:40:35,2012-02-02 02:40:35
p:128001,Yalcin,Pembecioglu,,Bigumigu,BA,Economics,Bilkent University,2002-01-01,2013-08-05 06:25:27,2013-08-05 06:25:27,150987.0,150987.0,p:128001,c:151329,2005-12-01,,0.0,2.0,Managing Partner,2012-03-05 23:43:42,2013-08-05 06:27:21
p:128057,KhengWah,Koh,,Hearty SPIN,,,,,,,151054.0,151054.0,p:128057,c:151368,2012-01-01,,0.0,1.0,Managing Partner,2012-03-06 09:36:36,2012-03-14 20:35:29
p:128416,Hrish,Lotlikar,,StartupVille,,,,,,,151438.0,151438.0,p:128416,f:8805,,,0.0,4.0,Managing Partner,2012-03-10 23:07:19,2013-05-03 05:14:39
p:129377,Mads-Emil,Gellert Larsen,,Doubtler,,,,,,,152204.0,152204.0,p:129377,c:152110,2012-02-01,2012-06-01,1.0,1.0,Partner,2012-03-15 22:03:39,2013-07-11 02:45:47
